	NEST ID	name_new	Genes	Genes	LLM Name	LLM Analysis	Rank	Overlap	P-value	Adjusted P-value	Genes	Genes	GO term	GO ID
10	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	10	4/124	2.0908790144305746e-08	4.333821957183373e-07	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Enzyme-Linked Receptor Protein Signaling Pathway 	GO:0007167
11	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	11	4/143	3.716798349260289e-08	7.06191686359455e-07	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Positive Regulation Of Transferase Activity 	GO:0051347
12	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	12	4/162	6.143203591379411e-08	1.077423399103466e-06	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Protein Autophosphorylation 	GO:0046777
13	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;FGFR4;HRAS;FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	13	4/179	9.177069670188205e-08	1.4945513462877932e-06	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;FGFR4;HRAS;FGFR2	Positive Regulation Of ERK1 And ERK2 Cascade 	GO:0070374
14	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;KRAS;HRAS	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	14	4/225	2.2984158794512586e-07	3.4935921367659128e-06	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;KRAS;HRAS	Positive Regulation Of Protein Modification Process 	GO:0031401
15	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;KRAS;HRAS	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	15	4/265	4.426374043594588e-07	6.307583012122288e-06	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;KRAS;HRAS	Regulation Of Protein Phosphorylation 	GO:0001932
16	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	16	4/284	5.838965870991011e-07	7.831083638740885e-06	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;FGFR4;FGFR2	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway 	GO:0007169
17	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS;FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	17	3/91	1.8044140764557531e-06	2.1708141570725665e-05	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS;FGFR2	Regulation Of Epithelial Cell Proliferation 	GO:0050678
18	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;KRAS;HRAS	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	18	4/377	1.8090117975604725e-06	2.1708141570725665e-05	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2;KRAS;HRAS	Positive Regulation Of Protein Phosphorylation 	GO:0001934
19	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS;FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	19	3/123	4.478662436246157e-06	5.105675177320619e-05	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS;FGFR2	Positive Regulation Of Epithelial Cell Proliferation 	GO:0050679
